time,mono_out,pilot_38k,st_diff_raw
8910,      -1001,     -99246,     -46043
8920,      -1001,    -158041,     102494
8930,      -1001,    -191549,     370040
8940,      -1789,    -186811,     700380
8950,      -1789,    -144524,     943341
8960,      -1789,     -78427,    1000642
8970,      -1789,      -7808,     838352
8980,      -1789,      51213,     474468
8990,      -1789,      90095,      46794
9000,      -1789,     106846,    -292575
9010,      -1789,     102508,    -475551
9020,      -1430,      78715,    -507936
9030,      -1430,      37853,    -422946
9040,      -1430,     -15088,    -281729
9050,      -1430,     -71217,    -123947
9060,      -1430,    -118796,      50244
9070,      -1430,    -146657,     267272
9080,      -1430,    -148247,     512191
9090,      -1430,    -124059,     693756
9100,        -24,     -81188,     736747
9110,        -24,     -30436,     638952
9120,        -24,      17393,     441063
9130,        -24,      54234,     178573
9140,        -24,      75651,    -107637
9150,        -24,      80189,    -341664
9160,        -24,      68257,    -472376
9170,        -24,      41683,    -476827
9180,       -319,       4270,    -372748
9190,       -319,     -37442,    -212323
9200,       -319,     -74552,     -21534
9210,       -319,     -97945,     193462
9220,       -319,    -101409,     389432
9230,       -319,     -84089,     501585
9240,       -319,     -50955,     512194
9250,       -319,     -10979,     420527
9260,        497,      26126,     249898
9270,        497,      52845,      51238
9280,        497,      64886,    -109199
9290,        497,      60291,    -172160
9300,        497,      38452,    -126097
9310,        497,       1061,     -27732
9320,        497,     -45408,      31918
9330,        497,     -88921,       1522
9340,        388,    -115684,     -53302
9350,        388,    -117201,     -11637
9360,        388,     -95384,     118508
9370,        388,     -61367,     196746
9380,        388,     -28800,     145218
9390,        388,      -6540,      52437
9400,        388,       4396,       7903
9410,        388,       8280,       1239
9420,        119,       9336,      -2186
9430,        119,       8190,      -4892
9440,        119,       2786,       -484
9450,        119,      -7658,       9029
9460,        119,     -20008,       5912
9470,        119,     -29073,     -16363
9480,        119,     -32556,     -12799
9490,        119,     -33973,      47158
9500,        470,     -39843,     106665
9510,        470,     -53220,     110445
9520,        470,     -69613,      65133
9530,        470,     -79210,     -25259
9540,        470,     -73821,    -125426
9550,        470,     -53085,    -135214
9560,        470,     -25026,     -60052
9570,        470,       -660,     -29602
9580,       -538,      12815,     -41474
9590,       -538,      15205,      -2185
9600,       -538,      11265,      54676
9610,       -538,       5655,      60968
9620,       -538,      -1032,      28558
9630,       -538,     -12090,       1883
9640,       -538,     -30403,       1171
9650,       -538,     -53672,       8406
9660,       1056,     -73662,     -32601
9670,       1056,     -80651,    -142147
9680,       1056,     -69931,    -220051
9690,       1056,     -45460,    -165634
9700,       1056,     -17648,     -61600
9710,       1056,       3150,     -34673
9720,       1056,      12392,     -33642
9730,       1056,      12393,      10120
9740,        282,       8461,      41145
9750,        282,       3465,      21857
9760,        282,      -4586,      -6710
9770,        282,     -19656,      -9583
9780,        282,     -41994,      13874
9790,        282,     -65066,      33188
9800,        282,     -78288,      -3732
9810,        282,     -73826,     -70658
9820,        296,     -52473,     -60246
9830,        296,     -24233,      10814
9840,        296,      -2856,      24289
9850,        296,       2155,     -15714
9860,        296,      -9101,      -7274
9870,        296,     -27670,       8457
9880,        296,     -42333,     -32885
9890,        296,     -47713,     -44505
9900,       1146,     -47597,      49939
9910,       1146,     -50510,     140343
9920,       1146,     -61216,     132843
9930,       1146,     -75486,      56281
9940,       1146,     -82745,     -40472
9950,       1146,     -74565,    -110060
9960,       1146,     -51729,    -100361
9970,       1146,     -23553,     -56725
9980,       -235,       -367,     -38898
9990,       -235,      13406,     -29718
10000,       -235,      19832,       -616
10010,       -235,      22916,      23696
10020,       -235,      23929,      27811
10030,       -235,      19995,      21013
10040,       -235,       6240,      10095
10050,       -235,     -19832,      -2070
10060,        548,     -54131,      -3681
10070,        548,     -85429,      14389
10080,        548,    -100714,       6502
10090,        548,     -93872,    -109623
10100,        548,     -70647,    -288471
10110,        548,     -44838,    -379614
10120,        548,     -28422,    -302527
10130,        548,     -23832,    -170595
10140,        488,     -24490,     -82075
10150,        488,     -22293,     -51132
10160,        488,     -15213,     -38099
10170,        488,      -8747,     -22185
10180,        488,     -10742,      -3358
10190,        488,     -24379,       5330
10200,        488,     -44783,      13616
10210,        488,     -61564,      35163
10220,        288,     -65601,      56022
10230,        288,     -55532,      45150
10240,        288,     -38980,       8136
10250,        288,     -26940,     -36931
10260,        288,     -25413,     -57747
10270,        288,     -31431,     -49540
10280,        288,     -37228,     -29037
10290,        288,     -38423,      21424
10300,         97,     -37776,     103176
10310,         97,     -40795,     148739
10320,         97,     -48424,     120706
10330,         97,     -54796,      39838
10340,         97,     -52187,     -70367
10350,         97,     -38009,    -135171
10360,         97,     -17374,     -89748
10370,         97,        563,      -4418
10380,       -453,       8824,       7567
10390,       -453,       6367,        436
10400,       -453,      -2427,      25334
10410,       -453,     -11127,      26021
10420,       -453,     -15565,      -8718
10430,       -453,     -16926,     -14529
10440,       -453,     -20893,      23362
10450,       -453,     -32433,      51406
10460,        658,     -50309,      46703
10470,        658,     -66481,      -1362
10480,        658,     -71277,     -94674
10490,        658,     -60231,    -135494
10500,        658,     -37254,     -47681
10510,        658,     -11812,      32821
10520,        658,       7291,       7603
10530,        658,      16426,     -17419
10540,       -389,      17201,      21986
10550,       -389,      13192,      52951
10560,       -389,       6291,      34267
10570,       -389,      -4557,       -516
10580,       -389,     -21249,     -10322
10590,       -389,     -42783,       7943
10600,       -389,     -63295,      10458
10610,       -389,     -74259,     -50388
10620,          8,     -69879,    -134811
10630,          8,     -51678,    -162660
10640,          8,     -28098,    -128567
10650,          8,      -8796,     -90639
10660,          8,       1639,     -57294
10670,          8,       5247,     -20659
10680,          8,       6961,       3610
10690,          8,       9444,       8741
10700,       -407,      10639,       5683
10710,       -407,       5461,       -148
10720,       -407,      -9721,      -8375
10730,       -407,     -32893,      -6944
10740,       -407,     -55761,      13575
10750,       -407,     -68102,      37165
10760,       -407,     -64881,      27444
10770,       -407,     -50784,     -26935
10780,      -1745,     -37833,     -82306
10790,      -1745,     -37072,     -98196
10800,      -1745,     -50499,     -80433
10810,      -1745,     -69375,     -67447
10820,      -1745,     -80113,     -49217
10830,      -1745,     -73417,      11246
10840,      -1745,     -50012,     106556
10850,      -1745,     -19071,     159380
10860,       -950,       8611,     135970
10870,       -950,      26572,      59634
10880,       -950,      33268,     -29828
10890,       -950,      28235,     -89966
10900,       -950,       9108,     -88141
10910,       -950,     -26144,     -43153
10920,       -950,     -73422,      -9464
10930,       -950,    -119655,      46645
10940,      -1215,    -147237,     250667
10950,      -1215,    -143181,     578527
10960,      -1215,    -106369,     810666
10970,      -1215,     -47957,     829023
10980,      -1215,      14846,     632916
10990,      -1215,      66627,     290083
11000,      -1215,      97735,     -85466
11010,      -1215,     103484,    -345758
11020,      -1059,      82178,    -465769
11030,      -1059,      35207,    -462141
11040,      -1059,     -30851,    -319484
11050,      -1059,    -102624,    -109644
11060,      -1059,    -161755,      87642
11070,      -1059,    -190881,     357881
11080,      -1059,    -180915,     721263
11090,      -1059,    -135194,     976773
11100,       -400,     -67986,     964644
11110,       -400,       1821,     716501
11120,       -400,      58271,     361042
11130,       -400,      92790,      -9452
